0,1,2,3
-2.0112119923169764,-1.302058662668184,-2.024050949276979,-2.010439834036558
-1.9129043146270517,-1.8866958922532229,-1.092095986296175,-1.9075299423189063
-1.5810535941294503,-1.5910295197077087,-1.0001734881009698,-1.5379294524238123
-1.3914224629517855,-1.3978922617152632,0.8881491075670581,-1.3742964426023105
0.0,0.0,0.0,0.0
-2.017774659244042,-2.0039802608066517,-1.1879427542733954,-1.984977561861411
-1.7452611682457544,-1.7428274401421073,-1.0088319113403448,-1.7855725684531782
0.0,0.0,0.0,0.0
-1.080220703036764,-0.3440765074129295,-1.0227427914578755,-1.0387702869915754
-0.75,0.4158712637571589,-0.75,-0.7403042877554005
-1.8426910531669318,-1.8409691110926922,-0.8531394714614212,-1.841795786984877
-1.6888093974473697,-1.6509353978509038,-0.9821003851578591,-1.6670204007061908
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.2888514622583018,1.976740146632257,-0.4302729079681389,-0.23263071785176898
-1.5927963539672323,-0.5312441842286626,-1.6277885212261123,-1.6914293162507394
-1.5604597284509543,0.39502351528871993,-1.5454975632017562,-1.4924697011570118
-1.1328786515924487,-1.1268642566914977,0.765613398721392,-1.090980463921806
-0.41695272810555417,-0.6504526862282484,1.7166077946127851,-0.43745634365824837
-0.2832567905904596,-0.25416838965755323,-0.2474131901526934,1.6850062220460882
-1.610766959122155,-1.672892292891504,-1.6149966760732348,-0.5195874187493567
-1.5431182991146133,-1.493383718265969,-0.5239083541411859,-1.5127947046247732
-1.1996566447882104,1.1953807631834998,-1.1534429117200178,-1.185017465615322
-0.576555122761351,-0.5817270383947858,0.9917738763552801,-0.5253286588654743
1.1624138017086123,-0.45836462056737043,-0.45259549329676624,-0.4155105518018096
