0,1,2,3
-0.19934066483663535,-0.1995419788998581,-0.1991624907765828,-0.19874261520206107
-0.19932878038290724,-0.19963213718856668,-0.19973511146744877,-0.19930479952911345
-0.8014293987180465,-0.7998991002457573,-0.9591532543898216,-0.19961810413613995
-0.19808287910984,-0.9497857221895095,-0.7999094904217761,-0.9491642467559678
0.0,0.0,0.0,0.0
-0.1992803304447076,-0.19932359747318695,-0.19868253149290063,-0.19957730804718418
-0.19790708419759295,-0.9903795013729504,-0.9968665905689301,-0.9880312046618215
0.0,0.0,0.0,0.0
-0.9869770577203967,-0.9406634454316425,-0.19266231481450846,-0.9868372021323495
-0.9424728151235868,-0.1833177046807816,-0.8395855457191811,-0.9501119533729536
-0.19923614804172335,-0.199456923654336,-0.1991823584543463,-0.1995893653891328
-0.19648219037787068,-0.9496983835259288,-0.988028459012303,-0.9904156255846119
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.18621717274303773,-0.1814683726137284,-0.19210170044585642,1.4837466888067607
-0.1992807482911619,-0.19869080645220755,-0.1973657895910947,-0.19179514628772368
-0.19830118193989305,-0.19656984526761045,-0.19135576688218098,-0.19301443437251783
-0.9479449361457729,-0.14160191080271908,-0.7917911807993869,-0.9581117900999396
1.4866795263041235,-0.1944152786548551,-0.18995650511852016,-0.1906510089296138
-0.08794827327714078,-0.19217379910336932,-0.19397197954424517,-0.1898120498165732
-0.1984624355374025,-0.19721009169913473,-0.19735899775309138,-0.1894145070513837
-0.19203585817833568,-0.19802731940595134,-0.19799860190874696,-0.19668233223376833
-0.1903854922678871,-0.19564594180692,-0.19767440043550216,-0.19332284529014643
-0.1959933102308294,-0.19322774524020822,-0.19365150574937756,-0.08576515233533291
-0.19304149516057995,-0.191693839677653,-0.1960674790891473,-0.14603935340797478
