0,1,2,3
-0.15999972273870314,-0.15999974214035545,-0.15999979726816924,-0.15999983779465396
-0.1599998084416478,-0.1599998496076666,-0.15999987236708565,-0.15999980699820926
-0.15999992986795242,-0.15999990600761296,-0.1599999178734926,-0.15999986791756202
-0.15999991068672859,-0.15999995060977132,-0.15999995092363672,-0.15999994269644185
-0.15999995737888817,-0.15999993320431016,-0.1599999629161476,-0.15999993517052435
-0.15999995510713472,-0.1599999564336339,-0.15999995377241782,-0.15999993068470006
-0.15999989521561458,-0.1599999257984849,-0.15999988791454894,-0.1599998686621572
-0.15999981003381902,-0.15999978372774293,-0.15999976190415194,-0.15999983096799686
-0.15999971251200562,-0.15999947448692342,-0.1599994662643322,-0.15999953693467384
-0.1599993082949332,-0.15999886743840241,-0.15999902229812127,-0.159999213588025
-0.1599986706220009,-0.789774135461847,-0.8896745592355728,-0.7964140834903246
0.0,0.0,0.0,0.0
-0.875,-0.6854981755018503,-0.15999911074185913,-0.8474436933146918
-0.15999923022617674,-0.15999943465904642,-0.15999974270304895,-0.15999956471894708
-0.15999952342051504,-0.15999960799367594,-0.1599996575013472,-0.15999962825275443
-0.1599997263392928,-0.159999803349619,-0.15999974383201948,-0.15999978769815712
-0.15999981706870775,-0.15999987837174995,-0.15999985500508496,-0.159999814753847
-0.8999743861809018,-0.9152996784944895,-0.8114357438309823,-0.15999986315102538
-0.9069567725436999,-0.9957076231253934,-0.9099300000866718,-0.15999991933371477
-0.8250843437435821,-0.9575296270037221,-0.9649577321332244,-0.15999996737818856
-0.8429644524862242,-0.9493259073440766,-0.9672100740638708,-0.15999996601213468
-0.9018008205613248,-0.8167580850181895,-0.8986804104874315,-0.1599999224829443
-0.8105065497778943,-0.8434349675004874,-0.8757897046043811,-0.1599997741166261
-0.7967677317265244,-0.8378970466139178,-0.9048848469712336,-0.15999930281063568
-0.15999902140789762,-0.15999873695143674,-0.1599980194555095,-0.15999870903181299
-0.1599986980648284,-0.15999789192570613,-0.1599988559763502,-0.15999859603978334
-0.6401648645265785,-0.15999798594613118,-0.8032652409226033,-0.87890625
-0.1599985981821463,-0.15999864724300364,-0.15999912474457578,-0.15999919808216823
-0.15999884417681592,-0.15999902255620535,-0.1599994121246529,-0.15999932201817982
-0.15999932669690234,-0.15999933678747263,-0.15999957230367162,-0.15999966593815113
-0.15999959481946371,-0.15999974367837977,-0.15999976134709143,-0.15999978842618878
-0.15999977084601957,-0.935202788531407,-0.890120899783315,-0.8984345906460138
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.7965809561787394,-0.8186185588926561,-0.15999753554243634,-0.8935534918974035
-0.1599962966484847,-0.15999703283148908,-0.15999769899658528,-0.15999829018988154
-0.1599984337558394,-0.15999772996733858,-0.15999777153317057,-0.15999836245022542
-0.15999823506973646,-0.15999869339166922,-0.15999887975780946,-0.15999885012875986
-0.15999858602037764,-0.1599986180997497,-0.15999925753916588,-0.15999891497008323
-0.15999902845903619,-0.159999148026782,-0.15999940865916185,-0.15999927137977588
-0.15999937352093596,-0.15999958445417772,-0.15999943599450636,-0.15999969049759113
-0.1599995100687993,-0.9230048028473444,-0.829733365860456,-0.9376723726070356
0.0,0.0,0.0,0.0
-0.9862356730523173,-0.12974102092796497,-0.9477180152086699,-0.99240234375
-0.7665587345097018,0.4707349400578601,-0.755,-0.5919365777267978
-0.5343529382843487,1.9643835705681685,-0.6309700193973607,-0.44562500000000005
0.0,0.0,0.0,0.0
-0.9628275933731042,2.347050196693965,-0.9808332666810525,-0.9911878108978271
0.0,0.0,0.0,0.0
-0.8989114829383429,-0.6879101082879193,-0.1599966688708235,-0.8961482643549712
-0.15999661326020742,-0.15999583167571038,-0.1599970281010055,-0.15999733116220305
-0.15999718036708327,-0.15999660315333117,-0.15999826673848128,-0.15999805660701735
-0.15999818427206103,-0.1599977174992892,-0.15999857647879495,-0.15999789151230098
-0.15999883089533434,-0.15999824386355507,-0.1599989546606495,-0.15999880935478847
-0.15999911351689797,-0.1599988308178863,-0.15999932985174833,-0.15999873855045899
-0.15999865708355404,-0.15999817651109477,-0.15999882096870294,-0.15999919779499225
-0.15999904300136453,-0.9022168499245374,-0.8757908835930922,-0.9793245893730643
0.0,0.0,0.0,0.0
-0.7057406586663859,-0.6854302158458516,-0.027736423669837,-0.760612995815527
-0.26623594527041033,-0.25306883242160383,0.2935758573134145,-0.2817907306051659
-0.032705938267098285,-0.033531730085886405,0.7830439696382621,-0.026362832661439725
4.125325420699902,-0.0649370957479201,-0.026136679179267513,-0.11464169335145835
1.3285021190127593,-0.7397903035529354,-0.7002886177840346,-0.75
0.0,0.0,0.0,0.0
-0.8491785854344395,-0.875,-0.159991510092606,-0.7369755140730918
-0.15999485470208852,-0.15999553508403735,-0.15999561451596878,-0.15999458365230765
-0.8891394911200134,-0.8568028132275882,-0.6861851077290599,-0.15999774489532342
-0.8642084921329022,-0.7966045793511397,-0.8321942017748106,-0.15999884057700653
-0.8434210544272118,-0.8299556813201869,-0.7971698386880914,-0.15999886945616187
-0.7615568387508392,-0.6987075389608091,-0.8612581384135627,-0.15999949875359715
-0.15999816368653225,-0.15999667874423248,-0.1599972891648942,-0.15999833505651645
-0.15999854798293595,-0.713761464833049,-0.8958154925767021,-0.98890138228298
0.0,0.0,0.0,0.0
-0.5,-0.5760708918677206,-0.04172222879382344,-0.5667414239243953
-0.16500945080300514,-0.16805481038323822,0.3647201527406374,-0.17328604231775946
-0.0921903928163785,-0.09409083039446478,0.5867302894370263,-0.09137761748916602
-0.06979631454063018,-0.0770150977357219,-0.08486552806602322,0.4159397871059096
0.15416276230560833,-0.3475862861591181,-0.4246070947037816,-0.4570153566608096
-0.8869719639217752,-0.9420617296584783,-0.9822864695304317,-0.5024535936041641
-0.5787984837332266,-0.4684954860984073,-0.1599830516293413,-0.49794929612210337
-0.15996369065551508,-0.7927260738544467,-0.8467346404902417,-0.803277595447702
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.15999689274620116,-0.15999428990694503,-0.1599955381795629,-0.15999733265929875
-0.15999766225958056,-0.9534240278408878,-0.9289820935618652,-0.9245170247268701
0.0,0.0,0.0,0.0
-0.7673707376933254,-0.7734697879381394,-0.08288150170298897,-0.8216395603152659
-0.2413239755631202,-0.32340293862348335,0.019166311701560714,-0.2672248235276737
-0.12332464607282399,-0.12505163050233803,-0.10663361879604283,0.3391359471697586
-0.11030672583089673,-0.12206081480099988,-0.11697111038681321,0.4780701838259295
0.007796664670562524,-0.51,-0.5459193965380873,-0.75
0.0,0.0,0.0,0.0
-0.8860457781878512,-0.7885362838995558,-0.15997587116997836,-0.7578125
-0.15992668718850647,-0.15996395070326436,-0.15997134680960573,-0.15995433071683252
-0.7963385213368384,-0.1599333728055436,-0.7584375,-0.8142980119578528
-0.7043286066974861,-0.15993635443904355,-0.755,-0.8149239119658452
-0.7904949453991971,-0.15995904212353665,-0.7918426132605783,-0.75
-0.75,-0.15997662049715033,-0.8437055704849674,-0.8349613548357849
-0.15999492049070532,-0.1599913557805616,-0.15999210155275703,-0.15999363551311105
-0.15999076470452295,-0.807494731735242,-0.8049798428688865,-0.8476339785266516
0.0,0.0,0.0,0.0
-0.9606761404779114,-0.9699890210019937,-0.9130134546554826,-0.22313895822469765
-0.48373655123830217,-0.4515877487242081,-0.08531175909948804,-0.4271721932222654
-0.13157201584463388,-0.13943061742077922,0.032903415860330264,-0.13260332997994367
0.06306227673521003,-0.1372024943678463,-0.1322514203060907,-0.12718528668478804
-0.09117297116620765,-0.75,-0.75,-0.528837890625
0.0,0.0,0.0,0.0
-0.756875,-0.7031809661762063,-0.1599390485186976,-0.8300331313296516
-0.15991048863124116,-0.15988522478694767,-0.15993557012737813,-0.15994829950051265
-0.1599017303919653,-0.15988953206359868,-0.15989812774873102,-0.15994692652838455
-0.15991831500921538,-0.1598960863144287,-0.15993945694227063,-0.15992610089614603
-0.1599376723636708,-0.15992217162115163,-0.159941959852209,-0.15995947004371203
-0.15994922827215144,-0.15995257645401342,-0.1599610705745866,-0.1599699753032312
-0.15997934134998265,-0.1599820822855541,-0.1599769957318155,-0.1599829733534136
-0.15998456253120769,-0.9162565691178005,-0.9091290530963083,-0.8236691806539737
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.635,-0.755,-0.13823814572990945,-0.6662603363731282
-0.15039253435109462,-0.14479523843446687,-0.14220247333426084,-0.13664636765275665
-0.14869084760988588,-0.14637230733325074,-0.11463247279576216,-0.14660780854005148
-0.14716487266088046,-0.6163009375844506,-0.7691485595703125,-0.759375
0.0,0.0,0.0,0.0
-0.755,-0.75,-0.15985455881166294,-0.7678253936767578
-0.159825227098405,-0.15986029880375818,-0.15983650860154025,-0.15988459620975165
-0.15981897306948772,-0.15983353912617934,-0.15984480653900457,-0.15989824707168207
-0.15990389199123228,-0.15988959729498065,-0.15988471658300843,-0.15989458598273187
-0.1598983841767435,-0.15989466956673026,-0.1599185948629607,-0.15992211663572817
-0.15993052099911004,-0.15993236087638005,-0.15995299457024703,-0.15994423955882053
-0.1599677938024058,-0.1599697167964888,-0.15996947915762955,-0.15997790762069913
-0.15997621662371836,-0.3332913528558229,-0.3102622414177626,-0.34383545422998946
-0.8326116995801494,-0.24516818611425928,-0.9277515779537696,-0.9070411118290549
-0.9996980720434753,-0.2839320583161006,-0.9858154059556404,-0.9902977993199001
-0.47003944445588786,-0.4651601980193105,-0.15430200113905596,-0.5386195542568677
-0.15311780780683829,-0.15358341785677318,-0.1450993588592836,-0.14915147085084524
-0.1517934182718696,-0.1526707516085931,-0.1501883992495348,-0.14967962498344742
-0.15185885306886915,-0.7828921277853655,-0.75,-0.8372163349524324
0.0,0.0,0.0,0.0
-0.831765251481918,-0.7831210557954412,-0.15969970462987265,-0.6458785484769812
-0.15970881620117225,-0.15974923990389436,-0.15971939428918902,-0.15973643026575918
-0.1597308715877469,-0.1597250445152501,-0.1598583037421006,-0.1598739502537195
-0.15986403120213177,-0.15987714041802453,-0.15989358808827397,-0.15990423402307563
