,x,y,target
0,-12.30052661895752,12.340965270996094,5.0
1,-1.6223585605621338,-2.28918194770813,6.0
2,18.89701271057129,10.373108863830566,6.0
3,30.06464195251465,20.087966918945312,7.0
4,25.051679611206055,21.34670066833496,6.0
5,5.160059928894043,-25.603504180908203,6.0
6,-2.7912192344665527,-40.1836051940918,6.0
7,-27.323436737060547,11.092718124389648,5.0
8,-5.5056939125061035,-41.43172073364258,3.0
9,-6.787070274353027,-25.865516662597656,5.0
10,4.8805718421936035,-29.375242233276367,6.0
11,22.130247116088867,-18.221162796020508,6.0
12,-14.810235977172852,-25.30840301513672,5.0
13,21.717130661010742,9.880427360534668,6.0
14,-25.269424438476562,-10.187723159790039,5.0
15,-17.312942504882812,-23.74736785888672,5.0
16,13.403714179992676,5.893096446990967,5.0
17,-7.379344940185547,-6.1638970375061035,6.0
18,-20.7498779296875,-10.579325675964355,5.0
19,-13.183953285217285,-24.646018981933594,4.0
20,-9.830699920654297,-23.043197631835938,4.0
21,17.995702743530273,26.642078399658203,7.0
22,1.9633381366729736,7.843297004699707,5.0
23,6.876264572143555,5.792918682098389,5.0
24,-20.785018920898438,7.4719438552856445,5.0
25,-10.645613670349121,29.433801651000977,6.0
26,-6.772131443023682,14.78553295135498,5.0
27,7.915934085845947,-28.3906192779541,6.0
28,17.249799728393555,14.270995140075684,8.0
29,-4.452801704406738,-2.9564502239227295,6.0
30,-18.368850708007812,-17.690080642700195,6.0
31,12.111982345581055,36.48228073120117,6.0
32,-4.965734481811523,-16.663084030151367,6.0
33,-13.041213035583496,40.31002426147461,5.0
34,-6.713472366333008,-28.571449279785156,6.0
35,-10.764823913574219,-24.024757385253906,6.0
36,2.7878262996673584,-40.0772819519043,7.0
37,13.305277824401855,14.616378784179688,6.0
38,20.54631805419922,11.918122291564941,6.0
39,3.1013526916503906,-1.9538400173187256,5.0
40,-7.48028564453125,-2.3342037200927734,5.0
41,11.884644508361816,32.48027801513672,5.0
42,12.401087760925293,6.988868236541748,6.0
43,15.923450469970703,-27.623428344726562,6.0
44,-5.846118927001953,-3.4956889152526855,6.0
45,11.033576965332031,34.865509033203125,8.0
46,8.613314628601074,-45.70889663696289,6.0
47,-2.540722608566284,4.071568965911865,4.0
48,11.02978515625,9.471123695373535,6.0
49,-3.4989120960235596,30.670085906982422,6.0
50,-2.808688163757324,-1.3608362674713135,7.0
51,9.899144172668457,8.90464973449707,6.0
52,-21.562515258789062,11.442301750183105,5.0
53,16.87360382080078,-16.62004280090332,5.0
54,1.3783982992172241,-35.95328903198242,6.0
55,10.189276695251465,11.584982872009277,8.0
56,2.4354941844940186,-22.308055877685547,5.0
57,15.113595008850098,35.931663513183594,5.0
58,13.429737091064453,9.300902366638184,6.0
59,-14.801587104797363,-20.860916137695312,6.0
60,5.454172134399414,-37.96172332763672,5.0
61,-9.937408447265625,-0.538061797618866,5.0
62,-3.621519088745117,-2.292515277862549,5.0
63,-0.4044528305530548,44.46132278442383,6.0
64,-1.609135389328003,36.261817932128906,7.0
65,19.751436233520508,11.494767189025879,7.0
66,10.431042671203613,7.239633560180664,6.0
67,-23.203018188476562,13.578752517700195,5.0
68,-8.42840576171875,42.764949798583984,6.0
69,-27.746185302734375,8.024201393127441,5.0
70,4.269613742828369,-37.865814208984375,6.0
71,4.558300018310547,22.743356704711914,6.0
72,-7.657191753387451,-36.92618942260742,5.0
73,-16.618270874023438,17.035192489624023,5.0
74,-23.870018005371094,8.619365692138672,5.0
75,17.438125610351562,-19.831459045410156,6.0
76,-14.878018379211426,9.709739685058594,5.0
77,-8.754097938537598,-38.13349151611328,5.0
78,24.515165328979492,15.973546028137207,5.0
79,4.414855480194092,-12.826583862304688,6.0
80,-13.077381134033203,20.017438888549805,6.0
81,-13.9163179397583,40.32258224487305,7.0
82,-9.344828605651855,-3.10036039352417,5.0
83,-10.48708724975586,18.367067337036133,5.0
84,-5.031144142150879,-2.1897575855255127,6.0
85,13.40185546875,8.260842323303223,6.0
86,-20.435758590698242,6.406206130981445,5.0
87,-22.17822265625,11.724665641784668,5.0
88,-7.386149883270264,19.34012222290039,7.0
89,2.963191509246826,10.20217227935791,5.0
90,-8.924930572509766,42.38391876220703,5.0
91,-2.181119203567505,39.043487548828125,5.0
92,20.698041915893555,-16.395557403564453,6.0
93,-9.704645156860352,38.83530807495117,5.0
94,-19.330425262451172,-14.317071914672852,6.0
95,-21.663713455200195,-16.495502471923828,6.0
96,6.69876766204834,-47.8001823425293,5.0
97,-9.436327934265137,6.9538893699646,6.0
98,-1.9350016117095947,-5.505061149597168,5.0
99,-5.0647478103637695,44.507789611816406,6.0
100,-22.572166442871094,2.6137189865112305,5.0
101,-3.297452211380005,31.52899169921875,6.0
102,-25.120933532714844,-12.599233627319336,5.0
103,-5.353569507598877,33.96308135986328,6.0
104,8.444525718688965,-42.487396240234375,5.0
105,-22.13138198852539,-6.849699020385742,5.0
106,-11.170504570007324,-1.6280198097229004,6.0
107,18.39454460144043,-23.299793243408203,5.0
108,12.775174140930176,24.290529251098633,6.0
109,1.2922271490097046,41.62842559814453,5.0
110,1.8606758117675781,-6.536495685577393,5.0
111,19.67333221435547,-16.869829177856445,6.0
112,-19.426563262939453,10.17252254486084,5.0
113,-11.892862319946289,34.2869873046875,5.0
114,-4.032468795776367,-36.26365661621094,5.0
115,5.888717174530029,37.301292419433594,6.0
116,-1.3568772077560425,-6.403548717498779,6.0
117,-15.754435539245605,-23.83494758605957,5.0
118,-19.296737670898438,-12.192229270935059,5.0
119,-15.653164863586426,4.197536468505859,6.0
120,23.371999740600586,-13.343748092651367,7.0
