,x,y,target
0,6.200977325439453,38.49794006347656,0.0
1,-28.077436447143555,-53.20638656616211,0.0
2,-28.97541046142578,-45.67043685913086,0.0
3,-24.588407516479492,-53.77738571166992,0.0
4,11.78746223449707,38.4028434753418,0.0
5,-29.791030883789062,-47.35573959350586,0.0
6,-22.732107162475586,-57.23041915893555,0.0
7,-18.118087768554688,3.1954421997070312,1.0
8,-6.15906286239624,12.108421325683594,0.0
9,11.592549324035645,41.12503433227539,0.0
10,15.811511993408203,-8.15308952331543,0.0
11,-34.99956512451172,-32.53249740600586,0.0
12,-0.8932322263717651,-5.614117622375488,0.0
13,-24.791259765625,-49.687713623046875,0.0
14,3.4086451530456543,-18.584339141845703,0.0
15,-25.389286041259766,-54.56300735473633,0.0
16,3.720510721206665,32.96739196777344,0.0
17,-3.8762331008911133,34.02620315551758,0.0
18,-15.090252876281738,0.17817145586013794,0.0
19,18.11933135986328,-12.64564037322998,0.0
20,19.753299713134766,45.63711929321289,0.0
21,-2.2879908084869385,8.060236930847168,0.0
22,23.146154403686523,5.194937229156494,0.0
23,9.223443984985352,5.586756229400635,0.0
24,-14.858499526977539,7.61476469039917,0.0
25,-34.9919319152832,-33.875179290771484,0.0
26,2.5713346004486084,18.443668365478516,0.0
27,-15.824714660644531,1.2462172508239746,1.0
28,14.884224891662598,6.51926326751709,0.0
29,-5.641725540161133,-1.9508048295974731,0.0
30,11.615401268005371,42.23353576660156,0.0
31,-8.963582038879395,-1.7521153688430786,0.0
32,14.01055908203125,46.5504035949707,0.0
33,6.694706439971924,16.44679069519043,0.0
34,7.695175647735596,-10.156652450561523,0.0
35,-7.892062664031982,10.169487953186035,0.0
36,14.048205375671387,-7.841062545776367,0.0
37,6.246617794036865,-1.31313157081604,0.0
38,-17.155536651611328,5.359770774841309,1.0
39,-4.498305797576904,6.828767776489258,0.0
40,0.8404548764228821,44.94652557373047,0.0
41,-1.9424192905426025,34.36858367919922,0.0
42,-23.59388542175293,-50.95346450805664,0.0
43,12.774178504943848,-7.494482517242432,0.0
44,5.644795894622803,46.97913360595703,0.0
45,8.800187110900879,38.739437103271484,0.0
46,21.844161987304688,2.2741551399230957,0.0
47,-13.610562324523926,10.54985237121582,0.0
48,-38.01995086669922,-30.771400451660156,0.0
49,5.192237854003906,-10.965943336486816,0.0
50,27.65938377380371,-15.149492263793945,0.0
51,18.423921585083008,43.820289611816406,0.0
52,-1.9161913394927979,44.35749435424805,0.0
53,-4.29191780090332,37.626861572265625,0.0
54,-16.73218536376953,7.3576202392578125,1.0
55,-3.596104621887207,-8.106687545776367,1.0
56,6.5874104499816895,-2.1414732933044434,0.0
57,15.898969650268555,-8.877397537231445,0.0
58,-17.43783187866211,7.6847381591796875,0.0
59,-7.5209245681762695,11.96378231048584,0.0
60,-28.38751983642578,-51.83454513549805,0.0
61,13.442595481872559,-6.4087324142456055,1.0
62,-19.80333137512207,-0.7952893972396851,1.0
63,8.356576919555664,-22.05377197265625,0.0
64,-18.378219604492188,8.762263298034668,1.0
65,-24.10964584350586,-55.202049255371094,0.0
66,-22.81045913696289,-54.966312408447266,0.0
67,9.796278953552246,-21.908000946044922,0.0
68,0.34767499566078186,-21.263654708862305,0.0
69,-2.262953281402588,-8.618241310119629,0.0
70,5.929188251495361,8.726758003234863,0.0
71,11.521651268005371,13.393084526062012,0.0
