,x,y,target
0,12.217390060424805,31.19331932067871,5.0
1,-0.14185824990272522,-18.5913028717041,6.0
2,-35.26485824584961,0.3681158721446991,6.0
3,-43.520538330078125,-3.290923833847046,7.0
4,-33.86653137207031,5.047629356384277,6.0
5,18.60304069519043,-10.399481773376465,6.0
6,22.318628311157227,18.374605178833008,6.0
7,-9.531041145324707,-24.234155654907227,5.0
8,9.412415504455566,36.64738464355469,3.0
9,29.864803314208984,9.789413452148438,5.0
10,2.731377601623535,11.696573257446289,6.0
11,-31.063905715942383,9.34003734588623,6.0
12,5.219727993011475,28.11655044555664,5.0
13,-36.783992767333984,2.3303537368774414,6.0
14,24.290664672851562,19.954927444458008,5.0
15,6.6092424392700195,29.935495376586914,5.0
16,-25.914602279663086,-10.982566833496094,5.0
17,26.756376266479492,12.197099685668945,6.0
18,22.920177459716797,-4.011476039886475,5.0
19,-14.499188423156738,-33.80739212036133,4.0
20,2.7528133392333984,7.872185230255127,4.0
21,-28.493791580200195,-0.9588223695755005,7.0
22,22.05327796936035,-21.934602737426758,5.0
23,23.982126235961914,-26.59662437438965,5.0
24,13.703899383544922,10.98143196105957,5.0
25,11.738436698913574,-23.348072052001953,6.0
26,23.859046936035156,-5.953101634979248,5.0
27,-13.187146186828613,14.737690925598145,6.0
28,-44.20890426635742,-5.7584686279296875,8.0
29,21.545448303222656,-19.302507400512695,6.0
30,32.012271881103516,-13.789932250976562,6.0
31,-29.10620880126953,-0.037737153470516205,6.0
32,-15.587170600891113,7.91570520401001,6.0
33,-10.260589599609375,10.546684265136719,5.0
34,16.619770050048828,-7.604496955871582,6.0
35,-8.369134902954102,-23.92592430114746,6.0
36,31.96451759338379,12.228321075439453,7.0
37,-21.320072174072266,-28.524642944335938,6.0
38,-33.80349349975586,-10.097228050231934,6.0
39,10.725879669189453,-21.155221939086914,5.0
40,26.441465377807617,-18.44816017150879,5.0
41,-21.03215789794922,-20.838150024414062,5.0
42,-25.376340866088867,-12.927323341369629,6.0
43,-15.817712783813477,18.606475830078125,6.0
44,-4.371408939361572,8.377799034118652,6.0
45,-29.611665725708008,-10.06103801727295,8.0
46,1.5961838960647583,32.951602935791016,6.0
47,13.912362098693848,-23.432992935180664,4.0
48,-37.392250061035156,4.379045486450195,6.0
49,21.0384464263916,-25.82094383239746,6.0
50,17.27488136291504,-8.67170238494873,7.0
51,-40.303009033203125,-7.903421878814697,6.0
52,4.650835990905762,9.316554069519043,5.0
53,-23.693552017211914,3.7100090980529785,5.0
54,-10.1345796585083,-30.835634231567383,6.0
55,-34.331424713134766,-1.603910207748413,8.0
56,7.548654079437256,-8.486842155456543,5.0
57,-34.19160079956055,-1.0197161436080933,5.0
58,-40.145328521728516,-5.109518051147461,6.0
59,10.985743522644043,8.64879035949707,6.0
60,9.354535102844238,20.836280822753906,5.0
61,20.077796936035156,-20.66110610961914,5.0
62,14.806083679199219,-21.52155876159668,5.0
63,17.093246459960938,-21.50330924987793,6.0
64,-7.963547229766846,-4.091941833496094,7.0
65,-43.20161437988281,-4.591331481933594,7.0
66,-23.33067512512207,-12.400501251220703,6.0
67,21.77055549621582,-1.478489637374878,5.0
68,23.20677375793457,-14.995953559875488,6.0
69,34.39065170288086,16.961225509643555,5.0
70,28.506622314453125,5.842747688293457,6.0
71,-8.065164566040039,-25.15719223022461,6.0
72,25.326284408569336,27.07906150817871,5.0
73,18.30290412902832,-18.47452163696289,5.0
74,17.349964141845703,21.79067039489746,5.0
75,-23.419343948364258,4.161395072937012,6.0
76,16.64067840576172,-19.7578182220459,5.0
77,25.873159408569336,15.968555450439453,5.0
78,-24.7750186920166,1.8197513818740845,5.0
79,30.163442611694336,-17.617294311523438,6.0
80,-0.5942291021347046,-16.949678421020508,6.0
81,-11.57380199432373,12.200068473815918,7.0
82,26.46048355102539,7.6113128662109375,5.0
83,-13.138440132141113,-31.459306716918945,5.0
84,21.755348205566406,-20.62981605529785,6.0
85,-19.5527400970459,-24.12069320678711,6.0
86,1.2135791778564453,-0.07287438213825226,5.0
87,26.40573501586914,-14.5593900680542,5.0
88,-0.007070837076753378,-20.613628387451172,7.0
89,-10.9922456741333,-28.420867919921875,5.0
90,31.894237518310547,-15.952204704284668,5.0
91,-12.099056243896484,-18.809120178222656,5.0
92,-26.81391143798828,16.819250106811523,6.0
93,-8.897579193115234,-2.2478978633880615,5.0
94,15.413627624511719,11.885923385620117,6.0
95,17.0301513671875,20.873023986816406,6.0
96,9.314366340637207,31.928403854370117,5.0
97,15.013076782226562,-22.868267059326172,6.0
